Uptime,Volts,Temp,Door,I,N
1,12.11,21.90,0,1,1
4,12.11,21.82,0,1,2
7,12.11,21.99,0,1,3
10,12.11,21.90,1,1,4
13,12.11,21.90,0,1,5
16,12.08,21.90,0,1,6
19,12.08,21.90,0,1,7
22,12.08,21.82,0,1,8
25,12.08,21.73,1,1,9
28,12.08,21.82,0,1,10
31,12.08,21.82,1,1,11
34,12.08,21.73,1,1,12
37,12.08,21.30,0,1,13
40,12.08,18.54,1,1,14
43,12.08,15.18,0,1,15
46,12.08,12.57,0,1,16
49,12.08,10.27,0,1,17
52,12.08,8.01,0,1,18
55,12.08,6.16,0,1,19
58,12.08,4.26,0,1,20
61,12.08,2.59,0,1,21
64,12.08,0.98,0,1,22
67,12.06,-0.58,0,1,23
70,12.08,-1.98,0,1,24
73,12.08,-3.54,0,1,25
76,12.08,-4.69,0,1,26
79,12.08,-6.12,0,1,27
82,12.08,-7.23,0,1,28
85,12.08,-8.13,0,1,29
88,12.08,-9.18,0,1,30
91,12.08,-9.99,0,1,31
94,12.06,-10.68,0,1,32
98,12.08,-11.39,0,1,33
101,12.08,-12.26,0,1,34
104,12.08,-12.71,0,1,35
107,12.08,-13.32,0,1,36
110,12.08,-13.78,0,1,37
113,12.06,-13.94,0,1,38
116,12.08,-14.58,0,1,39
119,12.08,-14.74,0,1,40
122,12.08,-15.23,0,1,41
125,12.08,-15.23,0,1,42
128,12.08,-15.73,0,1,43
131,12.08,-15.90,0,1,44
134,12.03,-16.07,0,1,45
137,12.08,-15.90,0,1,46
140,12.08,-16.41,0,1,47
143,12.08,-16.58,0,1,48
146,12.08,-16.76,0,1,49
149,12.08,-16.58,0,1,50
152,12.08,-16.76,0,1,51
155,12.08,-16.93,0,1,52
158,12.08,-17.11,0,1,53
161,12.08,-17.11,0,1,54
164,12.08,-16.93,0,1,55
167,12.08,-17.29,0,1,56
170,12.08,-17.47,0,1,57
173,12.06,-17.47,0,1,58
176,12.08,-17.47,0,1,59
179,12.08,-17.29,0,1,60
182,12.06,-17.47,0,1,61
185,12.08,-17.65,0,1,62
188,12.08,-17.29,0,1,63
191,12.08,-17.29,0,1,64
194,12.06,-17.65,0,1,65
197,12.06,-17.65,0,1,66
200,12.06,-17.65,0,1,67
204,12.08,-17.47,0,1,68
207,12.06,-17.65,0,1,69
210,12.08,-17.47,0,1,70
213,12.06,-17.83,0,1,71
216,12.06,-17.65,0,1,72
219,12.06,-17.83,0,1,73
222,12.06,-17.83,0,1,74
225,12.06,-17.65,0,1,75
228,12.06,-17.47,0,1,76
231,12.06,-17.83,0,1,77
234,12.06,-17.83,0,1,78
237,12.06,-17.65,0,1,79
240,12.06,-17.65,0,1,80
243,12.06,-17.83,0,1,81
246,12.06,-17.83,0,1,82
249,12.06,-17.83,0,1,83
252,12.06,-17.83,0,1,84
255,12.06,-17.65,0,1,85
258,12.06,-18.01,0,1,86
261,12.06,-18.01,0,1,87
264,12.06,-17.65,0,1,88
267,12.06,-18.01,0,1,89
270,12.06,-18.01,0,1,90
273,12.06,-17.65,0,1,91
276,12.06,-18.01,0,1,92
279,12.06,-18.01,0,1,93
283,12.06,-17.83,0,1,94
286,12.06,-17.83,0,1,95
289,12.06,-17.83,0,1,96
292,12.06,-17.83,0,1,97
295,12.06,-18.01,0,1,98
298,12.06,-18.01,0,1,99
301,12.06,-17.83,0,1,100
304,12.06,-18.01,0,1,101
307,12.06,-18.01,0,1,102
310,12.06,-18.57,0,1,103
313,12.06,-17.83,0,1,104
316,12.06,-18.01,0,1,105
319,12.06,-18.01,0,1,106
322,12.06,-17.83,0,1,107
325,12.06,-17.83,0,1,108
328,12.06,-17.83,0,1,109
331,12.06,-18.20,0,1,110
334,12.06,-18.20,0,1,111
337,12.06,-18.01,0,1,112
340,12.06,-17.83,0,1,113
343,12.06,-18.20,0,1,114
346,12.06,-18.01,0,1,115
349,12.06,-18.20,0,1,116
352,12.06,-17.83,0,1,117
355,12.06,-18.20,0,1,118
358,12.06,-18.20,0,1,119
361,12.06,-18.20,0,1,120
364,12.06,-18.20,0,1,121
367,12.06,-18.01,0,1,122
370,12.06,-18.01,0,1,123
373,12.06,-18.01,0,1,124
376,12.03,-18.01,0,1,125
379,12.11,-18.01,0,1,126
383,12.06,-18.39,0,1,127
386,12.06,-18.20,0,1,128
389,12.06,-18.20,0,1,129
392,12.06,-18.20,0,1,130
395,12.06,-18.20,0,1,131
398,12.06,-18.20,0,1,132
401,12.06,-18.20,0,1,133
404,12.06,-18.01,0,1,134
407,12.06,-18.01,0,1,135
410,12.06,-18.20,0,1,136
413,12.06,-18.01,0,1,137
416,12.06,-18.39,0,1,138
419,12.06,-18.20,0,1,139
422,12.03,-18.20,0,1,140
425,12.06,-18.01,0,1,141
428,12.06,-18.20,0,1,142
431,12.06,-18.20,0,1,143
434,12.03,-18.20,0,1,144
437,12.06,-18.20,0,1,145
440,12.06,-18.01,0,1,146
443,12.06,-18.01,0,1,147
446,12.06,-18.39,0,1,148
449,12.06,-18.20,0,1,149
452,12.06,-18.39,0,1,150
455,12.06,-17.83,0,1,151
458,12.06,-18.20,0,1,152
461,12.06,-18.39,0,1,153
464,12.06,-18.39,0,1,154
467,12.06,-18.39,0,1,155
470,12.06,-18.39,0,1,156
473,12.06,-18.39,0,1,157
476,12.06,-18.01,0,1,158
480,12.06,-18.39,0,1,159
483,12.06,-18.39,0,1,160
486,12.06,-18.01,0,1,161
489,12.06,-18.20,0,1,162
492,12.06,-18.20,0,1,163
495,12.06,-18.39,0,1,164
498,12.06,-18.39,0,1,165
501,12.06,-18.20,0,1,166
504,12.06,-18.39,0,1,167
507,12.06,-18.39,0,1,168
510,12.03,-17.83,0,1,169
513,12.06,-18.39,0,1,170
516,12.06,-18.20,0,1,171
519,12.06,-18.20,0,1,172
522,12.06,-18.20,0,1,173
525,12.06,-18.39,0,1,174
528,12.06,-18.39,0,1,175
531,12.06,-18.39,0,1,176
534,12.06,-18.39,0,1,177
537,12.06,-18.20,0,1,178
540,12.06,-18.20,0,1,179
543,12.06,-18.57,0,1,180
546,12.06,-18.39,0,1,181
549,12.06,-18.39,0,1,182
552,12.06,-18.39,0,1,183
555,12.06,-18.39,0,1,184
558,12.06,-18.20,0,1,185
562,12.06,-18.39,0,1,186
565,12.06,-18.39,0,1,187
568,12.06,-18.57,0,1,188
571,12.06,-18.39,0,1,189
574,12.03,-18.39,0,1,190
577,12.03,-18.20,0,1,191
580,12.06,-18.39,0,1,192
583,12.06,-18.39,0,1,193
586,12.06,-18.57,0,1,194
589,12.11,-18.20,0,1,195
592,12.11,-18.20,0,1,196
595,12.06,-18.57,0,1,197
598,12.03,-18.57,0,1,198
601,12.06,-18.57,0,1,199
604,12.06,-18.57,0,1,200
607,12.06,-18.57,0,1,201
610,12.03,-18.39,0,1,202
613,12.06,-18.57,0,1,203
616,12.03,-18.57,0,1,204
619,12.06,-18.39,0,1,205
622,12.06,-18.39,0,1,206
625,12.03,-18.57,0,1,207
628,12.06,-18.39,0,1,208
631,12.06,-18.39,0,1,209
634,12.06,-18.39,0,1,210
637,12.06,-18.20,0,1,211
640,12.06,-18.57,0,1,212
643,12.06,-18.39,0,1,213
646,12.06,-18.20,0,1,214
649,12.06,-18.57,0,1,215
652,12.06,-18.57,0,1,216
655,12.03,-18.57,0,1,217
658,12.06,-18.57,0,1,218
661,12.06,-18.57,0,1,219
665,12.06,-18.39,0,1,220
668,12.03,-18.57,0,1,221
671,12.03,-18.39,0,1,222
674,12.03,-18.57,0,1,223
677,12.03,-18.57,0,1,224
680,12.06,-18.57,0,1,225
683,12.03,-18.39,0,1,226
686,12.03,-18.57,0,1,227
689,12.03,-18.39,0,1,228
692,12.03,-18.57,0,1,229
695,12.03,-18.57,0,1,230
698,12.03,-18.57,0,1,231
701,12.03,-18.57,0,1,232
704,12.03,-18.76,0,1,233
707,12.03,-18.76,0,1,234
710,12.03,-18.76,0,1,235
713,12.03,-18.95,0,1,236
716,12.03,-18.76,0,1,237
719,12.03,-18.57,0,1,238
722,12.03,-18.57,0,1,239
725,12.03,-18.57,0,1,240
728,12.03,-18.39,0,1,241
731,12.03,-18.76,0,1,242
734,12.03,-18.39,0,1,243
737,12.03,-18.76,0,1,244
740,12.03,-18.76,0,1,245
743,12.03,-18.76,0,1,246
746,12.03,-18.57,0,1,247
749,12.03,-18.57,0,1,248
752,12.03,-18.57,0,1,249
755,12.03,-18.57,0,1,250
758,12.03,-18.57,0,1,251
761,12.01,-18.76,0,1,252
764,12.03,-18.57,0,1,253
767,12.03,-18.57,0,1,254
771,12.03,-18.39,0,1,255
774,12.01,-18.76,0,1,256
777,12.03,-18.57,0,1,257
780,12.03,-18.57,0,1,258
783,12.03,-18.57,0,1,259
786,12.03,-18.76,0,1,260
789,12.03,-18.76,0,1,261
792,12.01,-18.57,0,1,262
795,12.01,-18.57,0,1,263
798,12.03,-18.57,0,1,264
801,12.03,-18.76,0,1,265
804,12.03,-18.76,0,1,266
807,12.03,-18.76,0,1,267
810,12.01,-18.76,0,1,268
813,12.03,-18.76,0,1,269
816,12.03,-18.57,0,1,270
819,12.03,-18.76,0,1,271
822,12.03,-18.57,0,1,272
825,12.03,-18.39,0,1,273
828,12.03,-18.76,0,1,274
831,12.03,-18.76,0,1,275
834,12.03,-18.76,0,1,276
837,12.03,-18.76,0,1,277
840,12.03,-18.76,0,1,278
843,12.03,-18.76,0,1,279
846,12.03,-18.57,0,1,280
849,12.01,-18.76,0,1,281
852,12.03,-18.76,0,1,282
855,12.03,-18.57,0,1,283
858,12.03,-18.76,0,1,284
861,12.03,-18.57,0,1,285
864,12.03,-18.76,0,1,286
867,12.03,-18.76,0,1,287
870,12.03,-18.95,0,1,288
874,12.03,-18.57,0,1,289
877,12.03,-18.57,0,1,290
880,12.03,-18.76,0,1,291
883,12.03,-18.76,0,1,292
886,12.03,-18.57,0,1,293
889,12.03,-18.76,0,1,294
892,12.03,-18.76,0,1,295
895,12.03,-18.95,0,1,296
898,12.03,-18.76,0,1,297
901,12.03,-18.95,0,1,298
904,12.03,-18.95,0,1,299
907,12.03,-18.95,0,1,300
910,12.03,-18.95,0,1,301
913,12.03,-18.95,0,1,302
916,12.03,-18.95,0,1,303
919,12.03,-18.95,0,1,304
922,12.03,-18.76,0,1,305
925,12.03,-18.76,0,1,306
928,12.03,-18.95,0,1,307
931,12.03,-18.95,0,1,308
934,12.03,-18.95,0,1,309
937,12.03,-18.76,0,1,310
940,12.03,-18.95,0,1,311
943,12.03,-18.95,0,1,312
946,12.03,-18.76,0,1,313
949,12.03,-18.76,0,1,314
952,12.03,-18.76,0,1,315
955,12.03,-18.95,0,1,316
958,12.03,-18.76,0,1,317
961,12.03,-18.95,0,1,318
964,12.03,-18.95,0,1,319
967,12.03,-18.95,0,1,320
970,12.01,-18.95,0,1,321
974,12.01,-19.15,0,1,322
977,12.01,-18.95,0,1,323
980,12.01,-18.95,0,1,324
983,12.01,-18.76,0,1,325
986,12.01,-18.76,0,1,326
989,12.01,-18.95,0,1,327
992,12.01,-18.95,0,1,328
995,12.01,-18.95,0,1,329
998,12.01,-18.76,0,1,330
1001,12.01,-18.76,0,1,331
1004,12.01,-18.76,0,1,332
1007,12.01,-18.76,0,1,333
1010,12.01,-18.76,0,1,334
1013,12.01,-18.95,0,1,335
1016,12.01,-18.95,0,1,336
1019,12.01,-18.95,0,1,337
1022,12.01,-18.95,0,1,338
1025,12.01,-18.95,0,1,339
1028,12.01,-18.95,0,1,340
1031,12.01,-19.15,0,1,341
1034,12.01,-19.15,0,1,342
1037,12.01,-19.15,0,1,343
1040,12.01,-19.15,0,1,344
1043,12.01,-19.15,0,1,345
1046,12.01,-18.95,0,1,346
1049,12.01,-19.15,0,1,347
1052,12.01,-18.39,0,1,348
1055,12.01,-19.15,0,1,349
1058,12.01,-19.15,0,1,350
1061,12.01,-18.95,0,1,351
1064,12.01,-19.15,0,1,352
1067,12.01,-18.95,0,1,353
1070,12.01,-19.15,0,1,354
1073,12.01,-19.15,0,1,355
1076,11.99,-19.15,0,1,356
1080,12.01,-18.95,0,1,357
1083,12.01,-18.95,0,1,358
1086,12.01,-19.15,0,1,359
1089,11.99,-19.15,0,1,360
1092,12.01,-18.95,0,1,361
1095,12.01,-19.15,0,1,362
1098,12.01,-19.15,0,1,363
1101,12.01,-18.95,0,1,364
1104,12.01,-18.95,0,1,365
1107,12.01,-19.15,0,1,366
1110,12.01,-19.15,0,1,367
1113,12.01,-19.15,0,1,368
1116,12.01,-18.95,0,1,369
1119,11.99,-18.95,0,1,370
1122,12.01,-19.15,0,1,371
1125,11.99,-18.95,0,1,372
1128,12.01,-19.15,0,1,373
1131,12.01,-19.15,0,1,374
1134,12.01,-19.15,0,1,375
1137,12.01,-19.34,0,1,376
1140,12.01,-19.15,0,1,377
1143,12.01,-19.15,0,1,378
1146,11.99,-19.15,0,1,379
1149,12.01,-18.95,0,1,380
1152,12.01,-19.15,0,1,381
1155,12.01,-18.95,0,1,382
1158,12.01,-18.95,0,1,383
1161,12.01,-19.15,0,1,384
1164,12.01,-18.95,0,1,385
1167,12.01,-18.95,0,1,386
1170,11.99,-18.95,0,1,387
1173,12.01,-18.76,0,1,388
1176,12.01,-18.76,0,1,389
1179,11.99,-18.76,0,1,390
1182,12.01,-18.76,0,1,391
1186,12.01,-18.57,0,1,392
1189,12.01,-18.57,0,1,393
1192,12.01,-18.57,0,1,394
1195,12.01,-18.57,0,1,395
1198,12.01,-18.39,0,1,396
1201,12.01,-18.39,0,1,397
1204,11.99,-18.39,0,1,398
1207,12.01,-18.20,0,1,399
1210,11.99,-18.20,0,1,400
1213,11.99,-18.20,0,1,401
1216,12.01,-18.20,0,1,402
1219,11.99,-18.20,0,1,403
1222,11.99,-17.83,0,1,404
1225,12.01,-17.83,0,1,405
1228,12.01,-18.20,0,1,406
1231,12.01,-18.01,0,1,407
1234,11.99,-17.83,0,1,408
1237,11.99,-18.01,0,1,409
1240,11.99,-17.83,0,1,410
1243,12.01,-18.01,0,1,411
1246,12.01,-17.83,0,1,412
1249,11.99,-18.01,0,1,413
1252,11.99,-17.65,0,1,414
1255,11.99,-18.01,0,1,415
1258,11.99,-18.01,0,1,416
1261,11.99,-17.83,0,1,417
1264,11.99,-17.47,0,1,418
1267,11.99,-17.83,0,1,419
1270,11.99,-17.83,0,1,420
1273,11.99,-17.83,0,1,421
1276,11.99,-17.83,0,1,422
1279,11.99,-17.65,0,1,423
1282,11.99,-17.65,0,1,424
1285,11.99,-17.65,0,1,425
1289,11.99,-17.83,0,1,426
1292,11.99,-17.83,0,1,427
1295,11.99,-17.83,0,1,428
1298,11.99,-17.47,0,1,429
1301,11.99,-17.65,0,1,430
1304,11.96,-17.83,0,1,431
1307,11.99,-17.65,0,1,432
1310,11.96,-17.65,0,1,433
1313,11.99,-17.65,0,1,434
1316,11.99,-17.65,0,1,435
1319,11.99,-17.65,0,1,436
1322,11.99,-17.65,0,1,437
1325,11.99,-17.65,0,1,438
1328,11.99,-17.47,0,1,439
1331,11.99,-17.47,0,1,440
1334,11.99,-17.65,0,1,441
1337,11.96,-17.65,0,1,442
1340,11.99,-17.29,0,1,443
1343,11.99,-17.65,0,1,444
1346,11.99,-17.65,0,1,445
1349,11.96,-17.65,0,1,446
1352,11.96,-17.65,0,1,447
1355,11.96,-17.65,0,1,448
1358,11.99,-17.65,0,1,449
1361,11.96,-17.65,0,1,450
1364,11.96,-17.65,0,1,451
1367,11.99,-17.65,0,1,452
1370,11.99,-17.65,0,1,453
1373,11.99,-17.65,0,1,454
1376,11.99,-17.65,0,1,455
1379,11.99,-17.29,0,1,456
1382,11.99,-17.65,0,1,457
1385,11.99,-17.47,0,1,458
1389,11.96,-17.65,0,1,459
1392,11.99,-17.47,0,1,460
1395,11.99,-17.29,0,1,461
1398,11.99,-17.65,0,1,462
1401,11.99,-17.65,0,1,463
1404,11.99,-17.47,0,1,464
1407,11.99,-17.47,0,1,465
1410,11.99,-17.47,0,1,466
1413,11.99,-17.47,0,1,467
1416,11.99,-17.65,0,1,468
1419,11.99,-17.47,0,1,469
1422,11.99,-17.65,0,1,470
1425,11.99,-17.83,0,1,471
1428,11.89,-17.47,0,1,472
1431,11.99,-17.65,0,1,473
1434,11.99,-17.65,0,1,474
1437,11.99,-17.47,0,1,475
1440,11.99,-17.65,0,1,476
1443,11.99,-17.47,0,1,477
1446,11.99,-18.39,0,1,478
1449,11.99,-17.47,0,1,479
1452,11.99,-17.47,0,1,480
1455,11.96,-17.65,0,1,481
1458,11.99,-17.47,0,1,482
1461,11.99,-17.65,0,1,483
1464,11.99,-17.65,0,1,484
1468,11.99,-17.65,0,1,485
1471,11.96,-17.65,0,1,486
1474,11.96,-17.47,0,1,487
1477,11.96,-17.65,0,1,488
1480,11.96,-17.47,0,1,489
1483,11.96,-17.47,0,1,490
1486,11.96,-17.47,0,1,491
1489,11.96,-17.47,0,1,492
1492,11.96,-17.65,0,1,493
1495,11.96,-17.65,0,1,494
1498,11.96,-17.47,0,1,495
1501,11.96,-17.47,0,1,496
1504,11.96,-16.41,1,1,497
1507,11.96,-14.26,0,1,498
1510,11.96,-6.73,0,1,499
1513,11.96,-1.76,0,1,500
1516,11.96,0.67,0,1,501
1519,11.96,2.69,0,1,502
1522,11.94,4.26,0,1,503
1525,11.94,5.69,0,1,504
1528,11.96,6.90,0,1,505
1531,11.94,8.01,0,1,506
1534,11.96,8.74,0,1,507
1537,11.96,9.46,0,1,508
1540,11.94,10.00,0,1,509
1543,11.96,10.62,0,1,510
1546,11.96,10.98,0,1,511
1549,11.94,11.33,0,1,512
1552,11.94,11.69,0,1,513
1555,11.96,11.95,0,1,514
1558,11.96,12.21,0,1,515
1561,11.96,12.39,0,1,516
1564,11.96,12.57,0,1,517
1567,11.96,12.92,0,1,518
1570,11.96,13.09,0,1,519
1574,11.96,13.44,0,1,520
1577,11.96,13.88,0,1,521
1580,11.96,14.40,0,1,522
1583,11.96,14.75,0,1,523
1586,11.96,15.18,0,1,524
1589,11.94,15.52,0,1,525
1592,11.96,15.87,0,1,526
1595,11.96,16.22,0,1,527
1598,11.96,16.56,0,1,528
1601,11.96,16.90,0,1,529
1604,11.96,17.16,0,1,530
1607,11.96,17.42,0,1,531
1610,11.96,17.59,0,1,532
1613,11.96,17.85,0,1,533
1616,11.96,18.02,0,1,534
1619,11.96,18.11,0,1,535
1622,11.96,18.28,0,1,536
1625,11.96,18.37,0,1,537
1628,11.96,18.45,0,1,538
1631,11.94,18.63,0,1,539
1634,11.94,18.63,0,1,540
1637,11.96,18.80,0,1,541
1640,11.94,18.80,1,1,542
1643,11.96,18.88,0,1,543
1646,11.94,18.97,0,1,544
1649,11.94,19.06,0,1,545
1652,11.94,19.06,0,1,546
1655,11.94,19.14,0,1,547
1658,11.96,19.23,0,1,548
1661,11.94,19.23,0,1,549
1664,11.94,19.32,0,1,550
1667,11.94,19.32,1,1,551
1670,11.94,19.32,0,1,552
1673,11.94,19.32,0,1,553
1677,11.94,19.23,0,1,554
1680,11.94,19.32,1,1,555
1683,11.94,19.32,0,1,556
1686,11.94,19.23,1,1,557
1689,11.94,19.32,1,1,558
1692,11.94,19.32,1,1,559
1695,11.91,19.32,1,1,560
1698,11.94,19.32,1,1,561
1701,11.94,19.40,0,1,562
1704,11.94,19.40,0,1,563
1707,11.94,19.49,0,1,564
1710,11.94,19.40,1,1,565
1713,11.94,19.49,1,1,566
1716,11.94,19.49,1,1,567
1719,11.94,19.57,1,1,568
1722,11.94,19.49,1,1,569
1725,11.94,19.66,1,1,570
1728,11.94,19.49,0,1,571
1731,11.94,19.49,0,1,572
1734,11.94,19.49,0,1,573
1737,11.94,19.49,0,1,574
1740,11.94,19.49,1,1,575
1743,11.94,19.49,0,1,576
